单价（元/平方米）,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途
11800.0,新津,新津,3室2厅1厨3卫,高楼层 (共18层),134.86,跃层,板塔结合,南,钢混结构,精装,有,2020-08-21,商品房,普通住宅
13700.0,新津,新津,4室2厅1厨2卫,中楼层 (共11层),137.33,平层,板塔结合,东南,钢混结构,毛坯,有,2021-03-07,商品房,普通住宅
7000.0,新津,新津,3室2厅1厨1卫,高楼层 (共18层),98.16,平层,塔楼,东南,框架结构,简装,有,2021-06-02,商品房,普通住宅
13000.0,新津,新津,3室2厅1厨2卫,高楼层 (共5层),163,跃层,板塔结合,东,砖混结构,其他,无,2020-05-29,商品房,普通住宅
11460.0,新津,新津,3室2厅1厨2卫,低楼层 (共2层),122.95,平层,板塔结合,东,钢混结构,精装,有,2020-03-15,商品房,普通住宅
9380.0,新津,新津,3室2厅1厨2卫,高楼层 (共17层),128.5,平层,塔楼,南,框架结构,简装,有,2020-11-28,商品房,普通住宅
20500.0,新津,新津,4室1厅1厨3卫,低楼层 (共7层),233.38,跃层,板楼,东南,钢混结构,毛坯,无,2020-12-19,商品房,普通住宅
10260.0,新津,新津,3室2厅1厨1卫,中楼层 (共14层),93.38,平层,塔楼,南,框架结构,其他,有,2021-06-14,商品房,普通住宅
7300.0,新津,新津,3室1厅1厨1卫,高楼层 (共7层),87.93,平层,板塔结合,东南,框架结构,简装,无,2021-01-17,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,高楼层 (共7层),113.91,平层,板塔结合,西南,框架结构,精装,无,2020-12-04,商品房,普通住宅
6800.0,新津,新津,3室1厅1厨1卫,中楼层 (共6层),99.62,平层,板塔结合,东南,混合结构,简装,无,2020-08-15,商品房,普通住宅
6300.0,新津,新津,3室2厅1厨2卫,低楼层 (共6层),124.23,平层,板塔结合,西南,混合结构,简装,无,2021-10-16,商品房,普通住宅
13100.0,新津,新津,3室2厅1厨2卫,高楼层 (共5层),151.74,跃层,板楼,南,框架结构,精装,无,2020-08-13,商品房,普通住宅
9100.0,新津,新津,3室2厅1厨1卫,高楼层 (共14层),82.16,平层,塔楼,东南,框架结构,简装,有,2020-08-21,商品房,普通住宅
7500.0,新津,新津,3室2厅1厨2卫,中楼层 (共7层),115.77,平层,板塔结合,东 西,框架结构,毛坯,无,2020-09-14,商品房,普通住宅
7600.0,新津,新津,3室2厅1厨2卫,低楼层 (共6层),82.4,平层,板楼,西南,钢混结构,其他,无,2021-05-12,商品房,普通住宅
12200.0,新津,新津,4室1厅1厨2卫,高楼层 (共14层),114,平层,塔楼,东南,钢混结构,其他,有,2021-12-08,商品房,普通住宅
13000.0,新津,新津,3室2厅2厨2卫,低楼层 (共6层),101,平层,板楼,东南,框架结构,精装,有,2019-07-23,商品房,普通住宅
9480.0,新津,新津,3室1厅1厨1卫,低楼层 (共6层),103.75,平层,板塔结合,南,框架结构,简装,无,2019-06-14,拆迁安置房,普通住宅
13800.0,新津,新津,3室2厅1厨2卫,中楼层 (共6层),126,平层,板楼,东南,钢混结构,精装,有,2020-04-01,商品房,普通住宅
9300.0,新津,新津,3室2厅1厨1卫,中楼层 (共7层),149,平层,板塔结合,东南,框架结构,毛坯,无,2020-04-22,商品房,普通住宅
19800.0,新津,新津,4室2厅2厨2卫,高楼层 (共6层),176.33,跃层,板楼,南,框架结构,精装,有,2020-12-07,商品房,普通住宅
8200.0,新津,新津,2室1厅1厨1卫,高楼层 (共15层),78,平层,塔楼,南,框架结构,其他,无,2021-12-11,商品房,普通住宅
9200.0,新津,新津,3室2厅1厨1卫,中楼层 (共18层),113.82,平层,板塔结合,东南,钢混结构,毛坯,有,2021-01-11,商品房,普通住宅
10000.0,新津,新津,4室2厅1厨2卫,高楼层 (共6层),139.68,跃层,塔楼,南,钢混结构,毛坯,有,2021-04-23,商品房,普通住宅
10100.0,新津,新津,3室1厅1厨1卫,中楼层 (共15层),76.83,平层,板楼,东,框架结构,精装,有,2020-05-08,商品房,普通住宅
9500.0,新津,新津,3室1厅1厨1卫,中楼层 (共6层),133.11,平层,板楼,南,框架结构,简装,无,2021-09-19,商品房,普通住宅
9600.0,新津,新津,3室2厅1厨1卫,低楼层 (共14层),105.69,平层,板塔结合,东,框架结构,简装,有,2021-03-04,商品房,普通住宅
15000.0,新津,新津,3室1厅1厨2卫,中楼层 (共17层),106.7,平层,板塔结合,西北,钢混结构,其他,无,2021-08-23,商品房,普通住宅
6500.0,新津,新津,3室1厅1厨1卫,中楼层 (共11层),100.7,平层,板楼,东南,框架结构,简装,有,2021-05-19,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,中楼层 (共6层),102.48,平层,板楼,东南,钢混结构,其他,有,2021-10-12,商品房,普通住宅
11800.0,新津,新津,3室2厅1厨1卫,中楼层 (共6层),99.57,平层,板楼,南,框架结构,精装,有,2021-10-22,商品房,普通住宅
15000.0,新津,新津,4室2厅1厨2卫,高楼层 (共6层),172.2,平层,板楼,东南,钢混结构,毛坯,有,2021-12-08,商品房,普通住宅
12800.0,新津,新津,3室1厅1厨2卫,低楼层 (共15层),117,平层,板塔结合,西南,钢混结构,其他,有,2021-12-17,商品房,普通住宅
7500.0,新津,新津,4室2厅1厨2卫,中楼层 (共6层),148,平层,板塔结合,东南,混合结构,简装,有,2019-06-12,商品房,普通住宅
6800.0,新津,新津,3室1厅1厨1卫,低楼层 (共18层),98.39,平层,塔楼,东,框架结构,简装,有,2021-04-10,商品房,普通住宅
8000.0,新津,新津,3室1厅1厨2卫,低楼层 (共6层),121.51,平层,板楼,西南,砖混结构,简装,无,2021-01-17,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,中楼层 (共14层),117.41,平层,塔楼,东南,框架结构,其他,有,2019-09-22,商品房,普通住宅
9600.0,新津,新津,3室2厅1厨1卫,中楼层 (共6层),114.08,平层,板楼,东南,框架结构,精装,无,2020-08-01,商品房,普通住宅
11600.0,新津,新津,3室2厅1厨2卫,中楼层 (共6层),96.76,平层,板楼,南,钢混结构,其他,有,2020-09-22,商品房,普通住宅
6300.0,新津,新津,2室2厅1厨1卫,高楼层 (共6层),87.94,平层,塔楼,南,框架结构,简装,无,2019-12-23,商品房,普通住宅
17700.0,新津,新津,4室2厅1厨2卫,低楼层 (共6层),136.21,平层,板楼,南,钢混结构,毛坯,有,2020-03-28,商品房,普通住宅
10300.0,新津,新津,3室2厅1厨2卫,高楼层 (共14层),115.45,平层,塔楼,东,框架结构,毛坯,有,2021-06-21,商品房,普通住宅
16000.0,新津,新津,4室2厅1厨2卫,中楼层 (共5层),195,跃层,板塔结合,南 北,框架结构,其他,无,2021-05-12,商品房,普通住宅
16450.0,新津,新津,3室2厅1厨3卫,低楼层 (共4层),227.13,跃层,塔楼,南,混合结构,毛坯,无,2021-10-01,商品房,普通住宅
9750.0,新津,新津,3室2厅1厨2卫,高楼层 (共24层),108,平层,板塔结合,南,混合结构,精装,有,2020-08-24,商品房,普通住宅
6980.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),123.97,平层,板楼,东南,钢混结构,毛坯,无,2020-06-02,商品房,普通住宅
6600.0,新津,新津,3室1厅1厨1卫,低楼层 (共4层),95.59,平层,板楼,南,混合结构,简装,有,2021-04-13,商品房,普通住宅
23000.0,新津,新津,4室2厅1厨3卫,低楼层 (共6层),279.08,跃层,板楼,东南,混合结构,其他,无,2020-07-28,商品房,普通住宅
12500.0,新津,新津,3室2厅1厨2卫,低楼层 (共14层),111.51,平层,塔楼,东,砖混结构,毛坯,有,2020-04-11,商品房,普通住宅
20200.0,新津,新津,4室2厅1厨3卫,高楼层 (共6层),233.79,跃层,板楼,东,混合结构,毛坯,无,2021-01-17,商品房,普通住宅
7350.0,新津,新津,3室2厅1厨1卫,低楼层 (共6层),102.84,平层,板楼,南,混合结构,简装,无,2021-06-17,商品房,普通住宅
9470.0,新津,新津,4室2厅1厨2卫,高楼层 (共6层),146.9,平层,板塔结合,东南,框架结构,精装,无,2019-09-16,商品房,普通住宅
7600.0,新津,新津,3室1厅1厨2卫,中楼层 (共18层),98,平层,板楼,南,未知结构,毛坯,有,2021-12-04,商品房,普通住宅
7080.0,新津,新津,3室1厅1厨1卫,高楼层 (共18层),98.1,平层,塔楼,南,框架结构,简装,有,2021-10-06,商品房,普通住宅
9500.0,新津,新津,4室2厅1厨2卫,高楼层 (共6层),158.27,跃层,塔楼,东南,框架结构,简装,无,2021-11-27,商品房,普通住宅
14800.0,新津,新津,4室2厅1厨2卫,中楼层 (共6层),127.69,平层,板塔结合,西南,框架结构,简装,无,2020-06-18,商品房,普通住宅
30500.0,新津,新津,3室2厅1厨3卫,低楼层 (共3层),254.11,跃层,板塔结合,东南,钢混结构,毛坯,无,2021-12-12,商品房,普通住宅
25800.0,新津,新津,5室3厅2厨3卫,低楼层 (共3层),236.3,跃层,板楼,南,框架结构,毛坯,无,2021-04-10,商品房,普通住宅
142000.0,新津,牧马山,5室2厅1厨6卫,低楼层 (共3层),386.17,跃层,板塔结合,东南,框架结构,精装,无,2020-12-05,商品房,普通住宅
9500.0,新津,新津,2室2厅1厨1卫,低楼层 (共14层),86.51,平层,塔楼,南,钢混结构,简装,有,2021-06-09,商品房,普通住宅
6070.0,新津,新津,2室1厅1厨1卫,低楼层 (共14层),100.7,平层,板楼,南,框架结构,毛坯,有,2021-09-01,商品房,普通住宅
5500.0,新津,新津,2室1厅1厨1卫,低楼层 (共6层),73.43,平层,塔楼,南 北,钢混结构,精装,有,2021-03-08,商品房,普通住宅
5500.0,新津,新津,2室2厅1厨1卫,高楼层 (共14层),69.09,平层,塔楼,东南,钢混结构,毛坯,有,2021-06-09,商品房,普通住宅
4000.0,新津,新津,1室1厅1厨0卫,低楼层 (共4层),61.85,平层,板楼,东 东南,混合结构,毛坯,有,2021-08-28,商品房,普通住宅
6800.0,新津,新津,2室1厅1厨2卫,高楼层 (共6层),117.24,平层,板塔结合,东南,混合结构,精装,无,2020-06-03,商品房,普通住宅
5500.0,新津,新津,2室1厅1厨1卫,中楼层 (共13层),89.22,平层,板塔结合,东南,框架结构,精装,有,2020-11-14,商品房,普通住宅
6800.0,新津,新津,2室1厅1厨1卫,高楼层 (共13层),85.15,平层,板塔结合,南 西南,框架结构,精装,有,2020-08-08,商品房,普通住宅
6800.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),66.14,平层,板楼,南,框架结构,毛坯,有,2021-05-27,商品房,普通住宅
5360.0,新津,新津,2室1厅1厨1卫,低楼层 (共7层),75.92,平层,板楼,东南,混合结构,精装,有,2021-02-16,商品房,普通住宅
8000.0,新津,新津,2室2厅1厨1卫,高楼层 (共15层),80.13,平层,板塔结合,东南,框架结构,精装,有,2021-06-19,商品房,普通住宅
7000.0,新津,新津,2室1厅1厨2卫,高楼层 (共7层),83.38,平层,塔楼,南,钢混结构,毛坯,有,2021-03-15,商品房,普通住宅
8280.0,新津,新津,2室1厅1厨1卫,高楼层 (共14层),86.38,平层,板楼,东南,框架结构,精装,有,2021-07-16,商品房,普通住宅
10600.0,新津,新津,3室2厅1厨2卫,低楼层 (共6层),101.11,平层,板楼,东 东南,钢混结构,毛坯,有,2021-10-31,商品房,普通住宅
9600.0,新津,新津,2室2厅1厨1卫,低楼层 (共13层),90.11,平层,板塔结合,东南,框架结构,精装,有,2021-10-18,商品房,普通住宅
3800.0,新津,新津,2室1厅1厨1卫,高楼层 (共5层),65.92,平层,板楼,北,砖混结构,简装,无,2021-03-22,商品房,普通住宅
9890.0,新津,新津,2室1厅1厨1卫,中楼层 (共11层),79.18,平层,板楼,西,钢混结构,精装,有,2021-07-30,商品房,普通住宅
6000.0,新津,新津,2室1厅1厨2卫,低楼层 (共7层),83.94,平层,塔楼,南,钢混结构,精装,有,2021-03-20,商品房,普通住宅
10050.0,新津,新津,2室1厅1厨1卫,低楼层 (共15层),77.07,平层,板塔结合,东南,钢混结构,简装,有,2020-11-10,商品房,普通住宅
7500.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),87.03,平层,板塔结合,东南,框架结构,简装,无,2021-04-02,商品房,普通住宅
7800.0,新津,新津,3室2厅1厨1卫,高楼层 (共17层),102.5,平层,塔楼,南,框架结构,精装,有,2021-07-23,商品房,普通住宅
3400.0,新津,新津,1室1厅1厨1卫,中楼层 (共7层),53.53,平层,塔楼,南,混合结构,毛坯,有,2021-03-24,商品房,普通住宅
8600.0,新津,新津,1室1厅1厨1卫,高楼层 (共14层),73.18,平层,板塔结合,南,框架结构,毛坯,有,2021-07-07,商品房,普通住宅
6050.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),73.7,平层,板塔结合,东南,钢混结构,简装,无,2020-06-17,商品房,普通住宅
5350.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),72.93,跃层,板塔结合,东南,钢混结构,简装,无,2021-06-24,商品房,普通住宅
7600.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),79.54,平层,板塔结合,东南,混合结构,简装,无,2021-03-06,商品房,普通住宅
9980.0,新津,新津,2室2厅1厨1卫,低楼层 (共14层),86.51,平层,塔楼,南,钢混结构,精装,有,2020-12-13,商品房,普通住宅
9200.0,新津,新津,2室1厅1厨1卫,中楼层 (共14层),86.98,平层,塔楼,南,框架结构,精装,有,2021-08-06,商品房,普通住宅
3080.0,新津,新津,2室1厅1厨1卫,中楼层 (共5层),50.6,平层,平房,东南,砖混结构,简装,无,2021-09-13,商品房,普通住宅
6380.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),86.82,平层,板塔结合,南 北,钢混结构,简装,无,2020-04-12,商品房,普通住宅
4180.0,新津,新津,1室1厅1厨1卫,高楼层 (共6层),47.93,平层,板塔结合,南,框架结构,其他,无,2020-09-08,拆迁安置房,普通住宅
3000.0,新津,新津,1室0厅1厨1卫,低楼层 (共7层),40.5,平层,塔楼,南,钢混结构,毛坯,有,2021-10-25,商品房,普通住宅
5100.0,新津,新津,2室1厅1厨1卫,高楼层 (共13层),85.15,平层,板塔结合,东南,框架结构,简装,有,2021-05-26,商品房,普通住宅
4300.0,新津,新津,2室1厅1厨1卫,中楼层 (共4层),50.47,平层,板楼,南,框架结构,简装,无,2020-12-28,商品房,普通住宅
3300.0,新津,新津,1室1厅1厨1卫,中楼层 (共4层),37.31,平层,板楼,东,框架结构,精装,有,2021-01-08,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,低楼层 (共15层),107.59,平层,板塔结合,南,钢混结构,毛坯,有,2021-10-23,商品房,普通住宅
5700.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),77.68,平层,塔楼,南,钢混结构,简装,有,2021-12-11,商品房,普通住宅
6000.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),74.68,平层,板塔结合,东,钢混结构,毛坯,无,2021-12-12,商品房,普通住宅
9800.0,新津,新津,3室2厅1厨2卫,高楼层 (共18层),105.1,平层,板楼,南,未知结构,毛坯,有,2021-12-05,商品房,普通住宅
8000.0,新津,新津,3室1厅1厨2卫,低楼层 (共6层),114.76,平层,板楼,东,砖混结构,简装,无,2020-05-11,商品房,普通住宅
10650.0,新津,新津,3室2厅1厨2卫,中楼层 (共6层),130.35,平层,板塔结合,西南,砖混结构,简装,无,2021-08-04,商品房,普通住宅
10900.0,新津,新津,3室1厅1厨2卫,高楼层 (共5层),118.23,平层,板楼,东南,框架结构,简装,无,2021-07-14,商品房,普通住宅
12600.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),139.68,跃层,塔楼,东北,钢混结构,精装,有,2021-04-15,商品房,普通住宅
17000.0,新津,新津,4室1厅1厨3卫,低楼层 (共6层),210.33,错层,板楼,东,钢混结构,精装,无,2021-08-16,商品房,普通住宅
9400.0,新津,新津,3室2厅1厨2卫,中楼层 (共5层),118.59,平层,板楼,东南,框架结构,精装,无,2021-06-08,商品房,普通住宅
9620.0,新津,新津,3室2厅1厨2卫,低楼层 (共6层),118.41,平层,板楼,东南,框架结构,精装,无,2019-11-13,商品房,普通住宅
9780.0,新津,新津,3室1厅1厨2卫,高楼层 (共6层),121.48,平层,板楼,西,框架结构,简装,无,2021-03-26,商品房,普通住宅
9380.0,新津,新津,4室1厅1厨2卫,高楼层 (共4层),125.11,平层,塔楼,西南,混合结构,简装,无,2021-07-16,商品房,普通住宅
12800.0,新津,新津,3室2厅1厨2卫,中楼层 (共14层),119.75,平层,板塔结合,南,框架结构,简装,有,2021-06-19,商品房,普通住宅
11160.0,新津,新津,3室1厅1厨2卫,高楼层 (共18层),130,平层,板塔结合,南 北,框架结构,精装,有,2020-08-20,商品房,普通住宅
11500.0,新津,新津,3室2厅1厨1卫,中楼层 (共12层),114.63,平层,板塔结合,南,钢混结构,精装,有,2021-10-02,商品房,普通住宅
14300.0,新津,新津,3室1厅1厨2卫,中楼层 (共14层),117.41,平层,塔楼,东南,框架结构,精装,有,2021-07-07,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,高楼层 (共14层),112.62,跃层,板楼,东南,框架结构,简装,有,2021-09-03,商品房,普通住宅
10400.0,新津,新津,3室2厅1厨2卫,低楼层 (共13层),109.29,平层,板塔结合,东南,框架结构,精装,有,2020-09-21,商品房,普通住宅
10100.0,新津,新津,3室1厅1厨1卫,高楼层 (共6层),112.93,平层,板楼,西南,钢混结构,精装,无,2021-09-22,商品房,普通住宅
11000.0,新津,新津,3室1厅1厨1卫,中楼层 (共14层),94.74,平层,板塔结合,东南,钢混结构,简装,有,2021-07-08,商品房,普通住宅
11780.0,新津,新津,3室1厅1厨1卫,中楼层 (共14层),107.63,平层,板塔结合,东南,钢混结构,精装,有,2020-12-10,商品房,普通住宅
7000.0,新津,新津,3室2厅1厨1卫,高楼层 (共7层),105.41,平层,板塔结合,东南,框架结构,简装,无,2021-05-25,商品房,普通住宅
11000.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),136.72,跃层,板塔结合,东南,框架结构,简装,无,2021-08-26,商品房,普通住宅
10200.0,新津,新津,3室1厅1厨2卫,高楼层 (共6层),151.98,平层,板塔结合,东,框架结构,简装,无,2021-06-16,商品房,普通住宅
9900.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),121.51,平层,板楼,东南,砖混结构,精装,无,2021-08-14,商品房,普通住宅
12300.0,新津,新津,3室2厅1厨2卫,中楼层 (共16层),121.29,平层,板楼,南,框架结构,精装,有,2021-09-25,商品房,普通住宅
14200.0,新津,新津,3室1厅1厨2卫,低楼层 (共14层),99.7,平层,板楼,东南,框架结构,精装,有,2020-10-24,商品房,普通住宅
8000.0,新津,新津,2室1厅1厨1卫,中楼层 (共7层),87.66,平层,板楼,东南,钢混结构,其他,无,2021-11-24,商品房,普通住宅
6100.0,新津,新津,3室1厅1厨1卫,高楼层 (共13层),97.89,平层,板塔结合,南,框架结构,毛坯,有,2018-09-27,商品房,普通住宅
9200.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),87,跃层,板塔结合,西北,钢混结构,简装,无,2021-05-23,商品房,普通住宅
15000.0,新津,新津,4室2厅1厨2卫,低楼层 (共6层),150,错层,板楼,西南 东北,框架结构,其他,无,2021-11-19,商品房,普通住宅
12500.0,新津,新津,3室2厅1厨2卫,高楼层 (共14层),114,平层,塔楼,东南,钢混结构,其他,有,2021-11-24,商品房,普通住宅
10500.0,新津,新津,3室2厅1厨2卫,高楼层 (共23层),122.11,平层,板塔结合,西北,混合结构,其他,有,2021-11-28,商品房,普通住宅
10600.0,新津,新津,3室1厅1厨2卫,中楼层 (共6层),101.87,平层,板楼,南,钢混结构,其他,有,2021-12-01,商品房,普通住宅
10500.0,新津,新津,3室1厅1厨2卫,高楼层 (共22层),122,平层,板塔结合,西南,混合结构,其他,有,2021-11-26,商品房,普通住宅
8900.0,新津,新津,2室2厅1厨1卫,低楼层 (共11层),92.43,平层,板楼,东北,钢混结构,毛坯,有,2021-11-27,商品房,普通住宅
7359.999999999999,新津,新津,2室1厅1厨1卫,低楼层 (共14层),72,平层,塔楼,东南,钢混结构,简装,有,2021-11-27,商品房,普通住宅
6300.0,新津,新津,2室1厅1厨1卫,中楼层 (共5层),73.42,平层,塔楼,东南,混合结构,精装,无,2021-12-02,商品房,普通住宅
12000.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),127.68,跃层,板塔结合,南,框架结构,精装,无,2018-11-16,商品房,普通住宅
6780.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),76.35,平层,板楼,北,框架结构,其他,无,2021-07-20,商品房,普通住宅
8400.0,新津,新津,2室2厅1厨1卫,中楼层 (共13层),99.3,平层,板塔结合,东南,框架结构,简装,有,2019-10-19,商品房,普通住宅
7800.0,新津,新津,2室2厅1厨1卫,高楼层 (共6层),84.53,平层,板塔结合,东南,混合结构,简装,无,2021-03-03,商品房,普通住宅
8200.0,新津,新津,3室1厅1厨1卫,中楼层 (共18层),98.32,平层,塔楼,南,框架结构,简装,有,2021-03-11,商品房,普通住宅
5000.0,新津,新津,1室1厅0厨1卫,低楼层 (共7层),47.94,平层,塔楼,南,钢混结构,其他,有,2020-08-07,商品房,普通住宅
8900.0,新津,新津,2室1厅1厨1卫,低楼层 (共6层),81.73,平层,板塔结合,东,框架结构,精装,无,2020-10-31,商品房,普通住宅
5000.0,新津,新津,1室1厅1厨1卫,中楼层 (共6层),53.53,平层,塔楼,西南 西,钢混结构,其他,有,2021-07-24,商品房,普通住宅
4300.0,新津,新津,1室1厅1厨1卫,低楼层 (共6层),54.84,平层,塔楼,西南,钢混结构,简装,有,2021-01-06,商品房,普通住宅
2200.0,新津,新津,1室1厅1厨1卫,高楼层 (共4层),38.08,平层,板楼,南,未知结构,简装,无,2020-10-13,商品房,普通住宅
6100.0,新津,新津,2室1厅1厨1卫,高楼层 (共13层),85.14,平层,板塔结合,西,框架结构,毛坯,有,2020-08-04,商品房,普通住宅
6450.0,新津,新津,2室1厅1厨1卫,中楼层 (共4层),79.14,平层,板楼,东 西,混合结构,简装,有,2020-07-15,商品房,普通住宅
5800.0,新津,新津,2室2厅1厨1卫,中楼层 (共7层),72,平层,塔楼,南,混合结构,简装,有,2020-07-23,商品房,普通住宅
3350.0,新津,新津,1室1厅1厨1卫,高楼层 (共7层),54.84,平层,塔楼,南,混合结构,毛坯,有,2020-08-21,商品房,普通住宅
4600.0,新津,新津,2室1厅1厨1卫,高楼层 (共13层),85.14,平层,板塔结合,南,框架结构,毛坯,有,2020-06-10,商品房,普通住宅
7000.0,新津,新津,2室1厅1厨1卫,中楼层 (共7层),87.66,平层,板楼,南,钢混结构,精装,无,2021-09-06,商品房,普通住宅
6600.0,新津,新津,2室2厅1厨1卫,低楼层 (共7层),74.68,平层,塔楼,南,混合结构,简装,有,2020-03-12,商品房,普通住宅
4300.0,新津,新津,2室1厅1厨1卫,中楼层 (共7层),79.49,平层,板塔结合,东南,框架结构,简装,有,2021-06-13,商品房,普通住宅
2800.0,新津,新津,1室1厅1厨1卫,中楼层 (共4层),44.86,平层,板楼,南 西南,框架结构,其他,无,2021-10-24,商品房,普通住宅
6100.0,新津,新津,2室1厅1厨1卫,中楼层 (共7层),71.12,平层,塔楼,东南,混合结构,精装,有,2020-09-05,商品房,普通住宅
5200.0,新津,新津,2室2厅1厨1卫,高楼层 (共13层),85.15,平层,板塔结合,南 北,框架结构,简装,有,2019-07-15,商品房,普通住宅
4300.0,新津,新津,2室1厅1厨1卫,低楼层 (共4层),69.55,平层,板楼,东南,混合结构,毛坯,有,2020-06-10,商品房,普通住宅
9000.0,新津,新津,2室1厅1厨2卫,高楼层 (共11层),88.72,平层,板塔结合,南,框架结构,精装,有,2020-09-07,商品房,普通住宅
6980.0,新津,新津,2室2厅1厨1卫,低楼层 (共18层),94.42,平层,板塔结合,东南,框架结构,简装,有,2021-04-13,商品房,普通住宅
5900.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),73.4,平层,塔楼,东南,钢混结构,简装,无,2020-11-22,商品房,普通住宅
6100.0,新津,新津,2室1厅1厨1卫,中楼层 (共7层),80.5,平层,板塔结合,西南,钢混结构,简装,无,2021-10-18,商品房,普通住宅
5800.0,新津,新津,2室1厅1厨1卫,高楼层 (共4层),79.27,平层,板楼,南,混合结构,精装,有,2019-10-20,商品房,普通住宅
9600.0,新津,新津,2室2厅1厨1卫,高楼层 (共6层),86.27,平层,板塔结合,东,框架结构,其他,无,2021-08-06,商品房,普通住宅
13800.0,新津,新津,3室1厅1厨1卫,中楼层 (共11层),111.3,平层,板楼,东,钢混结构,其他,有,2021-07-15,商品房,普通住宅
9800.0,新津,新津,2室1厅1厨1卫,中楼层 (共14层),88.89,平层,板塔结合,北,钢混结构,简装,有,2021-10-30,商品房,普通住宅
9800.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),91.62,平层,板塔结合,东南,框架结构,精装,无,2021-01-27,商品房,普通住宅
5150.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),93.52,平层,板楼,东南,砖混结构,毛坯,无,2021-08-15,商品房,普通住宅
6800.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),66.14,平层,板楼,南 东南,框架结构,毛坯,有,2021-09-18,商品房,普通住宅
5450.0,新津,新津,1室1厅1厨1卫,低楼层 (共14层),57.7,平层,板塔结合,东南,框架结构,简装,有,2020-07-17,商品房,普通住宅
6600.0,新津,新津,2室1厅1厨1卫,高楼层 (共6层),97.59,平层,板楼,南,砖混结构,简装,无,2021-08-04,商品房,普通住宅
5700.0,新津,新津,2室1厅1厨1卫,高楼层 (共7层),76.16,平层,塔楼,东南 南,钢混结构,简装,有,2021-05-14,商品房,普通住宅
8600.0,新津,新津,2室1厅1厨1卫,中楼层 (共13层),88.48,平层,板楼,东南,框架结构,精装,有,2020-10-09,商品房,普通住宅
6500.0,新津,新津,2室2厅1厨1卫,中楼层 (共6层),77.68,平层,塔楼,南,钢混结构,简装,有,2019-10-02,商品房,普通住宅
6500.0,新津,新津,2室1厅1厨1卫,低楼层 (共7层),73,平层,板塔结合,西南,混合结构,其他,有,2019-10-11,商品房,普通住宅
5100.0,新津,新津,2室2厅1厨1卫,低楼层 (共7层),75.92,平层,板楼,西南,混合结构,其他,有,2021-05-11,商品房,普通住宅
10600.0,新津,新津,3室2厅1厨1卫,中楼层 (共14层),106.81,平层,塔楼,东南,钢混结构,精装,有,2020-09-01,商品房,普通住宅
6900.0,新津,新津,2室2厅1厨1卫,中楼层 (共6层),112.62,平层,板楼,西南,钢混结构,简装,无,2020-06-04,商品房,普通住宅
6000.0,新津,新津,2室1厅1厨1卫,中楼层 (共16层),57.52,平层,塔楼,北,钢混结构,简装,有,2021-08-04,商品房,普通住宅
6850.0,新津,新津,2室2厅1厨1卫,低楼层 (共7层),76.16,平层,塔楼,北,混合结构,其他,有,2021-10-28,商品房,普通住宅
8120.0,新津,新津,3室2厅1厨1卫,高楼层 (共6层),102.8,平层,板楼,西南,混合结构,简装,无,2021-04-19,商品房,普通住宅
4520.0,新津,新津,2室1厅1厨1卫,低楼层 (共13层),89.2,平层,板塔结合,东南,框架结构,毛坯,有,2021-08-08,商品房,普通住宅
8000.0,新津,新津,2室1厅1厨1卫,低楼层 (共14层),90.32,平层,板塔结合,东南,框架结构,简装,有,2020-07-17,商品房,普通住宅
8600.0,新津,新津,2室2厅1厨1卫,中楼层 (共11层),89.01,平层,板楼,东南,钢混结构,毛坯,有,2021-11-04,商品房,普通住宅
6700.0,新津,新津,2室1厅1厨1卫,中楼层 (共6层),89.78,平层,塔楼,南,框架结构,精装,无,2020-11-12,商品房,普通住宅
11700.0,新津,新津,3室2厅1厨2卫,高楼层 (共6层),117,平层,板塔结合,东南,钢混结构,毛坯,无,2021-11-23,商品房,普通住宅
