单价（元/平方米）,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途
19600.0,高新西,高新西,3室2厅1厨2卫,高楼层 (共30层),119.58,平层,板塔结合,西南,框架结构,精装,有,2021-11-16,商品房,普通住宅
35900.0,高新西,中海国际,3室2厅1厨2卫,低楼层 (共6层),142.23,平层,板楼,东南,框架结构,精装,无,2021-05-24,商品房,普通住宅
37000.0,高新西,中海国际,3室1厅1厨3卫,低楼层 (共9层),137.96,跃层,板楼,东南,钢混结构,其他,有,2021-11-05,商品房,普通住宅
10200.0,高新西,高新西,3室2厅1厨1卫,低楼层 (共26层),91.32,平层,板塔结合,东南,钢混结构,精装,有,2021-03-28,商品房,普通住宅
19000.0,高新西,中海国际,3室1厅1厨3卫,低楼层 (共6层),115.7,平层,板楼,东南,钢混结构,精装,无,2021-05-29,商品房,普通住宅
8100.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),88.25,平层,板塔结合,东南,钢混结构,精装,有,2021-12-13,商品房,普通住宅
36900.0,高新西,中海国际,3室2厅1厨2卫,低楼层 (共6层),137.61,平层,板楼,南 北,钢混结构,精装,有,2021-06-22,商品房,普通住宅
14200.0,高新西,高新西,3室1厅1厨1卫,高楼层 (共29层),90.37,平层,板塔结合,西北 东南,框架结构,精装,有,2021-07-24,商品房,普通住宅
35500.0,高新西,中海国际,4室2厅1厨2卫,低楼层 (共6层),144.17,跃层,板塔结合,南,钢混结构,精装,有,2021-08-16,商品房,普通住宅
16000.0,高新西,高新西,3室2厅1厨1卫,低楼层 (共29层),90.72,平层,板塔结合,东,框架结构,其他,有,2021-11-15,商品房,普通住宅
9000.0,高新西,高新西,3室2厅1厨1卫,低楼层 (共27层),89.5,平层,板楼,东,框架结构,精装,有,2021-12-05,商品房,普通住宅
8600.0,高新西,高新西,3室1厅1厨1卫,低楼层 (共27层),89.72,平层,塔楼,西南,框架结构,精装,有,2021-09-25,商品房,普通住宅
9900.0,高新西,高新西,3室2厅1厨1卫,中楼层 (共27层),89.31,平层,塔楼,东,框架结构,精装,有,2021-08-27,商品房,普通住宅
9700.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共27层),89.33,平层,塔楼,东南,框架结构,简装,有,2020-10-10,商品房,普通住宅
15000.0,高新西,高新西,3室1厅1厨2卫,中楼层 (共27层),138.43,平层,塔楼,东南,框架结构,精装,有,2020-05-22,商品房,普通住宅
10000.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共27层),89.31,平层,塔楼,东南,框架结构,精装,有,2020-01-04,商品房,普通住宅
36000.0,高新西,中海国际,3室1厅1厨2卫,低楼层 (共6层),119.28,跃层,板塔结合,南,钢混结构,其他,有,2020-10-29,商品房,普通住宅
30000.0,高新西,中海国际,4室2厅1厨2卫,高楼层 (共6层),167.71,跃层,板楼,东南,钢混结构,简装,无,2020-05-31,商品房,普通住宅
35000.0,高新西,中海国际,4室3厅1厨4卫,低楼层 (共10层),207.11,跃层,板楼,东南,钢混结构,毛坯,有,2021-09-12,商品房,普通住宅
28500.0,高新西,高新西,5室2厅1厨4卫,低楼层 (共18层),198.31,跃层,板塔结合,东北,钢混结构,精装,有,2021-09-02,商品房,普通住宅
8000.0,高新西,高新西,3室1厅1厨1卫,低楼层 (共32层),69.85,平层,塔楼,东,钢混结构,毛坯,有,2021-06-01,商品房,普通住宅
19850.0,高新西,高新西,6室2厅1厨2卫,高楼层 (共10层),103,跃层,板楼,西南,钢混结构,毛坯,有,2021-10-30,商品房,普通住宅
28000.0,高新西,高新西,5室2厅1厨2卫,高楼层 (共18层),159.08,平层,板塔结合,西南,钢混结构,毛坯,有,2020-12-09,商品房,普通住宅
13800.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共28层),76.5,平层,板塔结合,北 南,框架结构,精装,有,2021-07-17,商品房,普通住宅
5000.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共26层),65.74,平层,板楼,东南,框架结构,简装,有,2021-10-21,商品房,普通住宅
4500.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共26层),65.15,平层,板楼,东南,框架结构,精装,有,2020-11-20,商品房,普通住宅
4500.0,高新西,高新西,1室1厅1厨1卫,低楼层 (共26层),65.74,平层,板楼,东,框架结构,其他,有,2021-10-01,商品房,普通住宅
4500.0,高新西,高新西,1室1厅1厨1卫,低楼层 (共26层),65.74,平层,板楼,东,框架结构,精装,有,2021-10-01,商品房,普通住宅
3100.0,高新西,高新西,1室0厅1厨1卫,低楼层 (共26层),57.67,平层,板楼,南,框架结构,毛坯,有,2021-09-21,商品房,普通住宅
5600.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共25层),64.1,平层,塔楼,南 西南,框架结构,精装,有,2021-04-09,商品房,普通住宅
10800.0,高新西,高新西,3室1厅1厨1卫,低楼层 (共24层),87.27,平层,塔楼,东南,钢混结构,精装,有,2021-09-04,商品房,普通住宅
4000.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共26层),63.96,平层,板楼,东南,框架结构,精装,有,2021-10-28,商品房,普通住宅
23580.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共6层),121.1,平层,板楼,南,钢混结构,精装,有,2020-12-10,商品房,普通住宅
13200.0,高新西,中海国际,2室1厅1厨1卫,低楼层 (共17层),90.12,平层,板楼,西南,框架结构,精装,有,2021-09-01,商品房,普通住宅
11500.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共27层),86.27,平层,塔楼,南,钢混结构,简装,有,2021-07-30,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共26层),90.55,平层,塔楼,东南,钢混结构,简装,有,2020-07-13,商品房,普通住宅
10800.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共27层),83.28,平层,塔楼,南 北,钢混结构,精装,有,2021-11-13,商品房,普通住宅
6990.000000000001,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),88.85,平层,塔楼,西南,框架结构,简装,有,2020-10-11,商品房,普通住宅
8400.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),53.78,平层,塔楼,东南,框架结构,精装,有,2021-05-07,商品房,普通住宅
22000.0,高新西,中海国际,3室2厅1厨2卫,低楼层 (共9层),121,平层,板塔结合,东南,钢混结构,精装,有,2021-08-30,商品房,普通住宅
9000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),87.1,平层,塔楼,东,钢混结构,精装,有,2021-05-21,商品房,普通住宅
8800.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),87.13,平层,塔楼,东南 西南 北,钢混结构,精装,有,2020-09-15,商品房,普通住宅
9400.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共26层),89.3,平层,板塔结合,东南,钢混结构,精装,有,2021-06-15,商品房,普通住宅
5600.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共16层),47.96,平层,板楼,东,钢混结构,简装,有,2021-11-15,商品房,普通住宅
17700.0,高新西,高新西,3室1厅1厨2卫,低楼层 (共29层),108.58,平层,板塔结合,西南,框架结构,精装,有,2021-05-19,商品房,普通住宅
15000.0,高新西,高新西,3室2厅1厨2卫,低楼层 (共24层),138.51,平层,塔楼,东南,框架结构,精装,有,2021-10-18,商品房,普通住宅
17100.0,高新西,高新西,3室1厅1厨2卫,低楼层 (共29层),105,平层,塔楼,东南 西南,框架结构,简装,有,2021-08-31,商品房,普通住宅
20200.0,高新西,高新西,3室2厅1厨2卫,高楼层 (共30层),119.58,平层,板塔结合,西南,框架结构,精装,有,2021-08-06,商品房,普通住宅
12200.0,高新西,高新西,3室2厅1厨1卫,中楼层 (共26层),95.94,平层,塔楼,东北,钢混结构,精装,有,2021-08-09,商品房,普通住宅
16800.0,高新西,高新西,3室1厅1厨2卫,高楼层 (共18层),106,平层,板塔结合,东南,钢混结构,精装,有,2021-09-05,商品房,普通住宅
17500.0,高新西,高新西,3室1厅1厨2卫,高楼层 (共29层),105,平层,塔楼,东,框架结构,精装,有,2020-12-06,商品房,普通住宅
15300.0,高新西,高新西,4室1厅1厨2卫,低楼层 (共29层),132.2,平层,塔楼,东南,钢混结构,精装,有,2020-08-17,商品房,普通住宅
22500.0,高新西,高新西,3室2厅1厨2卫,低楼层 (共18层),126.91,平层,板塔结合,东北,框架结构,精装,有,2021-03-15,商品房,普通住宅
26000.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共11层),116.72,平层,板楼,东南 西南 西,钢混结构,简装,有,2021-10-24,商品房,普通住宅
18000.0,高新西,高新西,3室1厅1厨2卫,低楼层 (共30层),119.17,平层,板塔结合,东 东南,框架结构,精装,有,2021-11-12,商品房,普通住宅
14800.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共29层),91,平层,板塔结合,东南,框架结构,精装,有,2021-07-30,商品房,普通住宅
10500.0,高新西,高新西,3室2厅1厨1卫,中楼层 (共27层),89.32,平层,塔楼,西南,框架结构,精装,有,2021-04-27,商品房,普通住宅
9000.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共18层),63.16,平层,板塔结合,西,钢混结构,毛坯,有,2021-11-13,商品房,普通住宅
18990.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共30层),105.15,平层,板塔结合,东,框架结构,精装,有,2021-09-14,商品房,普通住宅
10000.0,高新西,高新西,3室2厅1厨1卫,中楼层 (共28层),73.35,平层,塔楼,西南,钢混结构,简装,有,2021-11-14,商品房,普通住宅
6100.0,高新西,高新西,1室2厅1厨1卫,高楼层 (共26层),56.4,平层,板楼,东南,钢混结构,简装,有,2019-02-18,商品房,普通住宅
11500.0,高新西,中海国际,2室1厅1厨1卫,低楼层 (共17层),83.81,平层,板塔结合,西南,钢混结构,简装,有,2019-05-12,商品房,普通住宅
11500.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共29层),76.6,平层,板塔结合,东南,框架结构,简装,有,2021-11-28,商品房,普通住宅
5800.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共16层),46.33,平层,板楼,东南,框架结构,精装,有,2021-11-26,商品房,普通住宅
26900.0,高新西,中海国际,4室2厅1厨2卫,高楼层 (共6层),166,平层,板楼,东南,钢混结构,毛坯,无,2019-08-28,商品房,普通住宅
15000.0,高新西,高新西,3室1厅1厨2卫,中楼层 (共5层),133.56,平层,板楼,东南,钢混结构,毛坯,无,2019-03-29,商品房,普通住宅
4280.0,高新西,高新西,1室1厅1厨1卫,低楼层 (共26层),66,平层,板楼,东南,框架结构,其他,有,2020-12-18,商品房,普通住宅
9500.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共24层),89.28,平层,板楼,东,框架结构,简装,有,2021-08-17,商品房,普通住宅
8850.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共11层),70.17,平层,板楼,东,框架结构,精装,有,2021-07-31,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共29层),78.94,平层,塔楼,东,钢混结构,精装,有,2021-09-02,商品房,普通住宅
16500.0,高新西,中海国际,2室1厅1厨1卫,低楼层 (共16层),81.82,平层,板楼,西南,钢混结构,精装,有,2020-12-05,商品房,普通住宅
7100.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共11层),64,平层,板楼,东南,框架结构,简装,有,2020-08-15,商品房,普通住宅
16780.0,高新西,中海国际,2室2厅1厨1卫,低楼层 (共16层),85,平层,板楼,西北,钢混结构,精装,有,2020-09-30,商品房,普通住宅
9700.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共29层),80.25,平层,塔楼,西,钢混结构,精装,有,2020-03-25,商品房,普通住宅
6000.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共29层),50.16,平层,塔楼,西南,钢混结构,简装,有,2020-11-13,商品房,普通住宅
4500.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共26层),65.9,平层,板楼,南,框架结构,其他,有,2021-08-11,商品房,普通住宅
4500.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共18层),39.41,平层,板塔结合,东,框架结构,简装,有,2021-03-22,商品房,普通住宅
11500.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共27层),86.82,平层,塔楼,南,钢混结构,精装,有,2021-05-06,商品房,普通住宅
10420.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共27层),88.13,平层,塔楼,北,钢混结构,其他,有,2021-10-20,商品房,普通住宅
4600.0,高新西,高新西,1室0厅1厨1卫,中楼层 (共11层),45.17,平层,板楼,东北,框架结构,精装,有,2020-09-05,商品房,普通住宅
13000.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共10层),87.66,平层,板楼,东南,钢混结构,简装,有,2019-07-31,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),90.73,平层,板塔结合,东南,钢混结构,精装,有,2021-04-24,商品房,普通住宅
6100.0,高新西,高新西,1室1厅1厨1卫,低楼层 (共26层),69.63,平层,板楼,东南,钢混结构,简装,有,2021-04-15,商品房,普通住宅
6200.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共26层),69.15,平层,板楼,东南,钢混结构,简装,有,2020-11-30,商品房,普通住宅
9300.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共10层),87.66,跃层,板楼,西南,钢混结构,精装,有,2021-04-08,商品房,普通住宅
9000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),90.31,平层,塔楼,西,钢混结构,精装,有,2021-11-02,商品房,普通住宅
9100.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共26层),85.96,平层,板塔结合,西南,钢混结构,简装,有,2019-08-03,商品房,普通住宅
9100.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),88.71,平层,板塔结合,东南,钢混结构,精装,有,2021-01-17,商品房,普通住宅
16900.0,高新西,中海国际,2室1厅1厨1卫,中楼层 (共16层),83.58,平层,板楼,西南,钢混结构,精装,有,2021-08-09,商品房,普通住宅
6300.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共26层),56.4,平层,板楼,东南,钢混结构,精装,有,2019-10-05,商品房,普通住宅
16200.0,高新西,中海国际,2室2厅1厨1卫,中楼层 (共9层),85.37,平层,板楼,西北,钢混结构,精装,有,2021-11-08,商品房,普通住宅
8000.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共25层),89.16,平层,塔楼,西北,框架结构,精装,有,2020-10-02,商品房,普通住宅
10000.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共24层),89.65,平层,塔楼,东,框架结构,简装,有,2020-09-13,商品房,普通住宅
9500.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共26层),90.73,平层,板塔结合,西南,钢混结构,精装,有,2021-05-06,商品房,普通住宅
12500.0,高新西,中海国际,3室2厅1厨1卫,低楼层 (共17层),92.4,平层,板楼,西南,钢混结构,简装,有,2021-03-05,商品房,普通住宅
9200.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),88.51,平层,塔楼,东南,钢混结构,精装,有,2021-08-18,商品房,普通住宅
7300.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共11层),64.56,平层,板楼,西南,框架结构,精装,有,2021-09-26,商品房,普通住宅
23600.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共6层),121.1,平层,板楼,南,钢混结构,精装,有,2020-12-10,商品房,普通住宅
7800.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共25层),89.16,平层,塔楼,东南,框架结构,精装,有,2021-09-21,商品房,普通住宅
9600.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),89,平层,板塔结合,东南,钢混结构,简装,有,2021-07-02,商品房,普通住宅
9000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),87.13,平层,板塔结合,西北,钢混结构,简装,有,2019-09-30,商品房,普通住宅
14000.0,高新西,高新西,3室2厅1厨2卫,高楼层 (共26层),127.11,平层,板楼,东南,钢混结构,毛坯,有,2021-05-21,商品房,普通住宅
7200.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共11层),67.15,平层,板楼,东南,框架结构,简装,有,2021-01-16,商品房,普通住宅
5800.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共25层),64.1,平层,塔楼,东北,框架结构,简装,有,2021-07-16,商品房,普通住宅
7000.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共18层),60.94,平层,板塔结合,东南,框架结构,简装,有,2021-08-19,商品房,普通住宅
16000.0,高新西,中海国际,2室1厅1厨1卫,低楼层 (共16层),83.24,平层,板楼,南,钢混结构,精装,有,2020-08-18,商品房,普通住宅
22000.0,高新西,中海国际,3室1厅1厨2卫,低楼层 (共16层),114.26,平层,板楼,东南,钢混结构,精装,有,2021-02-23,商品房,普通住宅
18500.0,高新西,中海国际,2室1厅1厨1卫,中楼层 (共16层),85.96,平层,板楼,西南,钢混结构,精装,有,2020-12-19,商品房,普通住宅
8000.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共25层),80.59,平层,板塔结合,西北,框架结构,简装,有,2021-06-06,商品房,普通住宅
9800.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共27层),89.69,平层,塔楼,西南,框架结构,简装,有,2020-07-17,商品房,普通住宅
7800.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共25层),88.85,平层,塔楼,西南,框架结构,精装,有,2021-07-17,商品房,普通住宅
17600.0,高新西,中海国际,2室1厅1厨1卫,中楼层 (共16层),83.24,平层,板楼,东南,钢混结构,其他,有,2021-09-24,商品房,普通住宅
17500.0,高新西,中海国际,2室2厅1厨1卫,高楼层 (共16层),85.96,平层,板楼,西南,钢混结构,精装,有,2021-03-09,商品房,普通住宅
6180.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共6层),71.16,平层,板塔结合,西南,钢混结构,其他,无,2021-12-07,商品房,普通住宅
10000.0,高新西,高新西,3室1厅1厨1卫,低楼层 (共26层),95.91,平层,塔楼,东,钢混结构,简装,有,2021-04-17,商品房,普通住宅
18600.0,高新西,中海国际,2室1厅1厨1卫,高楼层 (共16层),83.24,平层,板楼,东南,钢混结构,精装,有,2021-05-22,商品房,普通住宅
9500.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共18层),72.37,平层,塔楼,东南,钢混结构,精装,有,2020-09-26,商品房,普通住宅
4450.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共11层),43.92,平层,板楼,东南,框架结构,简装,有,2021-06-25,商品房,普通住宅
18000.0,高新西,中海国际,2室1厅1厨1卫,高楼层 (共16层),83.24,平层,板楼,东南,钢混结构,精装,有,2021-04-12,商品房,普通住宅
13000.0,高新西,高新西,3室1厅1厨2卫,中楼层 (共6层),135.05,错层,板楼,南,钢混结构,精装,无,2021-07-14,商品房,普通住宅
8059.999999999999,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),82.92,平层,板塔结合,东南,框架结构,毛坯,有,2020-09-02,商品房,普通住宅
4500.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共26层),64.35,平层,板楼,东南,框架结构,其他,有,2020-12-02,商品房,普通住宅
7380.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共32层),60.12,平层,塔楼,南,钢混结构,精装,有,2021-06-18,商品房,普通住宅
5600.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),64.1,平层,塔楼,南,框架结构,简装,有,2021-10-30,商品房,普通住宅
12200.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共30层),76.36,平层,板塔结合,东 东北,框架结构,精装,有,2021-11-10,商品房,普通住宅
9000.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),91.07,平层,塔楼,南,钢混结构,简装,有,2020-10-31,商品房,普通住宅
5200.0,高新西,高新西,1室2厅1厨1卫,低楼层 (共29层),50.16,平层,塔楼,东,钢混结构,精装,有,2020-07-15,商品房,普通住宅
8250.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),85.98,平层,塔楼,西南,钢混结构,简装,有,2021-11-13,商品房,普通住宅
14000.0,高新西,高新西,3室1厅1厨1卫,中楼层 (共29层),90.72,平层,板塔结合,西南,框架结构,简装,有,2021-10-24,商品房,普通住宅
11900.0,高新西,中海国际,2室1厅1厨1卫,低楼层 (共17层),85.38,平层,板塔结合,西南,钢混结构,简装,有,2021-10-16,商品房,普通住宅
7300.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),89.16,平层,塔楼,东南,框架结构,精装,有,2021-08-30,商品房,普通住宅
11500.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共29层),73.9,平层,板塔结合,东南,框架结构,精装,有,2021-09-26,商品房,普通住宅
8200.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共26层),87.16,平层,塔楼,东南,钢混结构,简装,有,2020-12-09,商品房,普通住宅
16000.0,高新西,中海国际,2室1厅1厨1卫,中楼层 (共7层),77.97,平层,板楼,西北,钢混结构,精装,有,2021-03-07,商品房,普通住宅
7500.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),89.16,平层,塔楼,东南,框架结构,精装,有,2021-04-06,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),85.86,平层,板塔结合,南 北,钢混结构,精装,有,2021-06-18,商品房,普通住宅
9600.0,高新西,高新西,2室1厅1厨2卫,高楼层 (共27层),86.53,平层,塔楼,东南,钢混结构,简装,有,2020-11-21,商品房,普通住宅
8800.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共26层),88.71,平层,板塔结合,东南,钢混结构,简装,有,2021-01-06,商品房,普通住宅
3950.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共18层),39.41,平层,板塔结合,南,框架结构,精装,有,2021-08-20,商品房,普通住宅
11900.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共26层),74.48,平层,塔楼,东 东北,框架结构,精装,有,2021-11-09,商品房,普通住宅
13000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共30层),76.36,平层,板塔结合,东北,框架结构,精装,有,2021-10-25,商品房,普通住宅
8000.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共26层),88.63,平层,板塔结合,东南,钢混结构,简装,有,2021-12-05,商品房,普通住宅
7600.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),88.85,平层,塔楼,东南,框架结构,精装,有,2021-07-12,商品房,普通住宅
4600.0,高新西,高新西,1室0厅1厨1卫,低楼层 (共18层),39.99,平层,板塔结合,东南,框架结构,精装,有,2021-03-05,商品房,普通住宅
6500.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共26层),69.51,平层,板楼,西北,钢混结构,简装,有,2020-03-19,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共26层),91.14,平层,板塔结合,西南,钢混结构,简装,有,2021-08-29,商品房,普通住宅
10300.0,高新西,高新西,3室2厅1厨1卫,高楼层 (共27层),89.72,平层,塔楼,南,框架结构,简装,有,2021-04-06,商品房,普通住宅
8880.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共25层),80.2,平层,板塔结合,东南,框架结构,精装,有,2021-09-28,商品房,普通住宅
9500.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共26层),90.73,平层,板塔结合,东南,钢混结构,精装,有,2020-06-15,商品房,普通住宅
8159.999999999999,高新西,高新西,2室1厅1厨1卫,中楼层 (共25层),83.5,平层,板塔结合,南,框架结构,毛坯,有,2021-06-20,商品房,普通住宅
8800.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共26层),88.51,平层,板塔结合,东南,钢混结构,简装,有,2021-07-30,商品房,普通住宅
10000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),89,平层,板塔结合,东南 南 西南,钢混结构,精装,有,2021-04-28,商品房,普通住宅
8900.0,高新西,高新西,2室2厅1厨1卫,低楼层 (共26层),87.2,平层,塔楼,东北,钢混结构,简装,有,2021-06-08,商品房,普通住宅
5900.0,高新西,高新西,1室1厅1厨1卫,低楼层 (共26层),68.63,平层,板楼,东南,钢混结构,简装,有,2019-04-10,商品房,普通住宅
6000.0,高新西,高新西,1室1厅1厨1卫,高楼层 (共26层),69.51,平层,板楼,东南,钢混结构,精装,有,2021-04-05,商品房,普通住宅
8800.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共26层),88.4,平层,板塔结合,东南,钢混结构,精装,有,2021-10-23,商品房,普通住宅
8000.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共18层),62.48,平层,板塔结合,东南,钢混结构,精装,有,2021-09-28,商品房,普通住宅
27000.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共6层),119.28,平层,板塔结合,南,钢混结构,精装,有,2021-09-03,商品房,普通住宅
5500.0,高新西,高新西,2室2厅1厨1卫,中楼层 (共25层),64.1,平层,塔楼,东南 东,框架结构,简装,有,2021-08-01,商品房,普通住宅
10000.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共26层),87.06,平层,板塔结合,东南,钢混结构,简装,有,2021-06-10,商品房,普通住宅
10000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),88.4,平层,板塔结合,东南,钢混结构,精装,有,2019-10-31,商品房,普通住宅
6600.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共11层),67.55,平层,板楼,东南,框架结构,精装,有,2021-07-14,商品房,普通住宅
7600.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共26层),75.56,平层,板楼,东南,钢混结构,精装,有,2021-07-18,商品房,普通住宅
12000.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共26层),91.48,平层,塔楼,东南,钢混结构,精装,有,2020-01-18,商品房,普通住宅
7500.0,高新西,高新西,2室1厅1厨1卫,中楼层 (共11层),67.29,平层,板楼,东南,框架结构,精装,有,2021-01-18,商品房,普通住宅
10400.0,高新西,高新西,2室2厅1厨1卫,高楼层 (共27层),86.82,平层,塔楼,南,钢混结构,简装,有,2021-09-25,商品房,普通住宅
5000.0,高新西,高新西,2室1厅1厨1卫,高楼层 (共25层),64,平层,塔楼,东南,框架结构,简装,有,2021-06-27,商品房,普通住宅
5200.0,高新西,高新西,1室1厅1厨1卫,中楼层 (共25层),64.1,平层,塔楼,东南 西南,框架结构,简装,有,2021-02-21,商品房,普通住宅
11000.0,高新西,高新西,2室1厅1厨1卫,低楼层 (共27层),87.26,平层,塔楼,东南,钢混结构,精装,有,2021-07-29,商品房,普通住宅
5600.0,高新西,高新西,1室2厅1厨1卫,高楼层 (共29层),49.05,平层,塔楼,东,钢混结构,精装,有,2021-02-19,商品房,普通住宅
26900.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共10层),131.8,平层,板楼,西南,钢混结构,精装,有,2021-01-21,商品房,普通住宅
15000.0,高新西,高新西,3室1厅1厨2卫,高楼层 (共29层),128,平层,塔楼,东南 西北,钢混结构,精装,有,2020-06-29,商品房,普通住宅
26000.0,高新西,中海国际,3室2厅1厨2卫,高楼层 (共6层),142,平层,板楼,西南,钢混结构,其他,无,2021-03-24,商品房,普通住宅
36000.0,高新西,中海国际,4室2厅1厨3卫,中楼层 (共10层),160.43,平层,板楼,东南,钢混结构,毛坯,有,2020-09-04,商品房,普通住宅
23000.0,高新西,中海国际,3室2厅1厨2卫,高楼层 (共6层),142.03,平层,板楼,东南,钢混结构,毛坯,无,2020-06-12,商品房,普通住宅
11000.0,高新西,高新西,3室1厅1厨1卫,高楼层 (共28层),73.45,平层,塔楼,东南 南,钢混结构,精装,有,2020-08-02,商品房,普通住宅
11900.0,高新西,高新西,4室2厅1厨1卫,高楼层 (共33层),88.75,平层,板塔结合,东南,钢混结构,精装,有,2021-08-15,商品房,普通住宅
20700.0,高新西,中海国际,3室2厅1厨2卫,中楼层 (共6层),123.8,平层,板楼,南,钢混结构,精装,无,2020-07-29,商品房,普通住宅
